Time,X Pos of Ball 1,Y Pos of Ball 1,X Velocity of Ball 1,Y Velocity of Ball 1,Final Velocity of Ball 1,Angle of Velocity of Ball 1,Ax of Ball 1,Ay of Ball 1,Afinal of Ball 1,Angle of A Ball 1,Force on Ball 1,Angle of Force,X Pos of Ball 2,Y Pos of Ball 2,X Velocity of Ball 2,Y Velocity of Ball 2,Final Velocity of Ball 2,Angle of Velocity of Ball 2,Ax of Ball 2,Ay of Ball 2,Afinal of Ball 2,Angle of A Ball 2,Force on Ball 2,Angle of Force
0.94,3.63674533516355,0,4.89505241696413,0,4.89505241696413,0,-0.0264407733934845,0,0.0264407733934845,0,0.132203866967422,0,3.88325466483645,0,3.10494758303586,0,3.10494758303586,0,0.0264407733934845,0,0.0264407733934845,0,0.132203866967422,0
0.95,3.68569216169324,0,4.89480590763446,0,4.89480590763446,0,-0.0246509329672901,0,0.0246509329672901,0,0.123254664836451,0,3.91430783830675,0,3.10519409236554,0,3.10519409236554,0,0.0246509329672901,0,0.0246509329672901,0,0.123254664836451,0
0.96,3.73463679153444,0,4.89457729195785,0,4.89457729195785,0,-0.0228615676613509,0,0.0228615676613509,0,0.114307838306754,0,3.94536320846556,0,3.10542270804215,0,3.10542270804215,0,0.0228615676613508,0,0.0228615676613508,0,0.114307838306754,0
0.97,3.78357940355776,0,4.89436656554091,0,4.89436656554091,0,-0.0210726416931118,0,0.0210726416931118,0,0.105363208465559,0,3.97642059644223,0,3.10563343445908,0,3.10563343445908,0,0.0210726416931117,0,0.0210726416931117,0,0.105363208465559,0
0.98,3.83252017659528,0,4.89417372434803,0,4.89417372434803,0,-0.0192841192884469,0,0.0192841192884469,0,0.0964205964422344,0,4.00747982340472,0,3.10582627565197,0,3.10582627565197,0,0.0192841192884469,0,0.0192841192884469,0,0.0964205964422344,0
0.99,3.88145928944406,0,4.89399876470122,0,4.89399876470122,0,-0.0174959646809437,0,0.0174959646809437,0,0.0874798234047187,0,4.03854071055594,0,3.10600123529878,0,3.10600123529878,0,0.0174959646809437,0,0.0174959646809437,0,0.0874798234047187,0
1,3.93039692086975,0,4.89384168328011,0,4.89384168328011,0,-0.0157081421111881,0,0.0157081421111881,0,0.0785407105559406,0,4.06960307913024,0,3.10615831671989,0,3.10615831671989,0,0.0157081421111881,0,0.0157081421111881,0,0.0785407105559406,0
1.01,3.97933324961018,0,4.89370247712185,0,4.89370247712185,0,-0.0139206158260491,0,0.0139206158260491,0,0.0696030791302453,0,4.10066675038981,0,3.10629752287815,0,3.10629752287815,0,0.0139206158260491,0,0.0139206158260491,0,0.0696030791302453,0
1.02,4.02826845437889,0,4.89358114362107,0,4.89358114362107,0,-0.0121333500779636,0,0.0121333500779636,0,0.0606667503898182,0,4.13173154562111,0,3.10641885637893,0,3.10641885637893,0,0.0121333500779636,0,0.0121333500779636,0,0.0606667503898182,0
1.03,4.07720271386873,0,4.89347768052983,0,4.89347768052983,0,-0.0103463091242222,0,0.0103463091242222,0,0.0517315456211112,0,4.16279728613127,0,3.10652231947017,0,3.10652231947017,0,0.0103463091242222,0,0.0103463091242222,0,0.0517315456211112,0
1.04,4.12613620675544,0,4.89339208595756,0,4.89339208595756,0,-0.00855945722625382,0,0.00855945722625382,0,0.0427972861312691,0,4.19386379324455,0,3.10660791404243,0,3.10660791404243,0,0.00855945722625382,0,0.00855945722625382,0,0.0427972861312691,0
1.05,4.17506911170122,0,4.89332435837107,0,4.89332435837107,0,-0.00677275864891094,0,0.00677275864891094,0,0.0338637932445547,0,4.22493088829877,0,3.10667564162892,0,3.10667564162892,0,0.00677275864891094,0,0.00677275864891094,0,0.0338637932445547,0
1.06,4.22400160735828,0,4.89327449659448,0,4.89327449659448,0,-0.00498617765975542,0,0.00498617765975542,0,0.0249308882987771,0,4.25599839264171,0,3.10672550340552,0,3.10672550340552,0,0.00498617765975542,0,0.00498617765975542,0,0.0249308882987771,0
1.07,4.27293387237245,0,4.89324249980919,0,4.89324249980919,0,-0.00319967852834306,0,0.00319967852834306,0,0.0159983926417153,0,4.28706612762755,0,3.1067575001908,0,3.1067575001908,0,0.00319967852834306,0,0.00319967852834306,0,0.0159983926417153,0
1.08,4.32186608538671,0,4.89322836755394,0,4.89322836755394,0,-0.00141322552551006,0,0.00141322552551006,0,0.00706612762754943,0,4.31813391461328,0,3.10677163244606,0,3.10677163244606,0,0.00141322552550989,0,0.00141322552550989,0,0.00706612762755032,0
1.09,4.37079842504481,0,4.89323209972471,0,4.89323209972471,0,0.000373217077342858,0,0.000373217077342858,0,0.0018660853867134,0,4.34920157495518,0,3.10676790027528,0,3.10676790027528,0,-0.00037321707734268,0,0.00037321707734268,0,0.00186608538671429,0
1.1,4.41973106999481,0,4.8932536965748,0,4.8932536965748,0,0.00215968500896295,0,0.00215968500896295,0,0.0107984250448157,0,4.38026893000518,0,3.1067463034252,0,3.1067463034252,0,-0.00215968500896313,0,0.00215968500896313,0,0.0107984250448148,0
1.11,4.46866419889266,0,4.89329315871479,0,4.89329315871479,0,0.00394621399896291,0,0.00394621399896291,0,0.0197310699948137,0,4.41133580110733,0,3.10670684128521,0,3.10670684128521,0,-0.00394621399896273,0,0.00394621399896273,0,0.0197310699948146,0
1.12,4.51759799040577,0,4.89335048711258,0,4.89335048711258,0,0.0057328397785323,0,0.0057328397785323,0,0.0286641988926624,0,4.44240200959422,0,3.10664951288742,0,3.10664951288742,0,-0.00573283977853247,0,0.00573283977853247,0,0.0286641988926615,0
1.13,4.56653262321661,0,4.89342568309339,0,4.89342568309339,0,0.00751959808115554,0,0.00751959808115554,0,0.0375979904057768,0,4.47346737678338,0,3.10657431690661,0,3.10657431690661,0,-0.00751959808115537,0,0.00751959808115537,0,0.0375979904057777,0
1.14,4.61546827602624,0,4.89351874833982,0,4.89351874833982,0,0.00930652464332304,0,0.00930652464332304,0,0.0465326232166152,0,4.50453172397375,0,3.10648125166018,0,3.10648125166018,0,-0.00930652464332304,0,0.00930652464332304,0,0.0465326232166152,0
1.15,4.66440512755792,0,4.89362968489187,0,4.89362968489187,0,0.011093655205249,0,0.011093655205249,0,0.0554682760262457,0,4.53559487244207,0,3.10637031510812,0,3.10637031510812,0,-0.0110936552052491,0,0.0110936552052491,0,0.0554682760262448,0
1.16,4.71334335656067,0,4.89375849514699,0,4.89375849514699,0,0.012881025511585,0,0.012881025511585,0,0.064405127557924,0,4.56665664343933,0,3.10624150485301,0,3.10624150485301,0,-0.0128810255115848,0,0.0128810255115848,0,0.0644051275579249,0
1.17,4.76228314181283,0,4.89390518186011,0,4.89390518186011,0,0.0146686713121339,0,0.0146686713121339,0,0.0733433565606703,0,4.59771685818716,0,3.10609481813989,0,3.10609481813989,0,-0.0146686713121341,0,0.0146686713121341,0,0.0733433565606694,0
1.18,4.81122466212569,0,4.89406974814374,0,4.89406974814374,0,0.0164566283625673,0,0.0164566283625673,0,0.0822831418128356,0,4.6287753378743,0,3.10593025185626,0,3.10593025185626,0,-0.0164566283625671,0,0.0164566283625671,0,0.0822831418128365,0
1.19,4.86016809634699,0,4.89425219746799,0,4.89425219746799,0,0.0182449324251381,0,0.0182449324251381,0,0.0912246621256916,0,4.659831903653,0,3.10574780253201,0,3.10574780253201,0,-0.0182449324251383,0,0.0182449324251383,0,0.0912246621256907,0
1.2,4.90911362336456,0,4.89445253366068,0,4.89445253366068,0,0.0200336192693985,0,0.0200336192693985,0,0.100168096346992,0,4.69088637663543,0,3.10554746633931,0,3.10554746633931,0,-0.0200336192693984,0,0.0200336192693984,0,0.100168096346993,0
1.21,4.95806142210987,0,4.89467076090741,0,4.89467076090741,0,0.0218227246729123,0,0.0218227246729123,0,0.109113623364562,0,4.72193857789013,0,3.10532923909259,0,3.10532923909259,0,-0.0218227246729125,0,0.0218227246729125,0,0.109113623364562,0
1.22,5.0070116715616,0,4.89490688375163,0,4.89490688375163,0,0.0236122844219741,0,0.0236122844219741,0,0.11806142210987,0,4.75298832843839,0,3.10509311624837,0,3.10509311624837,0,-0.0236122844219739,0,0.0236122844219739,0,0.118061422109871,0
1.23,5.05596455074927,0,4.89516090709475,0,4.89516090709475,0,0.0254023343123215,0,0.0254023343123215,0,0.127011671561609,0,4.78403544925072,0,3.10483909290524,0,3.10483909290524,0,-0.0254023343123217,0,0.0254023343123217,0,0.127011671561608,0
1.24,5.10492023875674,0,4.89543283619625,0,4.89543283619625,0,0.0271929101498543,0,0.0271929101498543,0,0.135964550749271,0,4.81507976124325,0,3.10456716380374,0,3.10456716380374,0,-0.0271929101498543,0,0.0271929101498543,0,0.135964550749271,0
1.25,5.15387891472586,0,4.89572267667376,0,4.89572267667376,0,0.0289840477513483,0,0.0289840477513483,0,0.144920238756741,0,4.84612108527413,0,3.10427732332623,0,3.10427732332623,0,-0.0289840477513483,0,0.0289840477513483,0,0.144920238756741,0
1.26,5.20284075786004,0,4.89603043450322,0,4.89603043450322,0,0.0307757829451733,0,0.0307757829451733,0,0.153878914725866,0,4.87715924213995,0,3.10396956549678,0,3.10396956549678,0,-0.0307757829451733,0,0.0307757829451733,0,0.153878914725866,0
1.27,5.25180594742781,0,4.89635611601894,0,4.89635611601894,0,0.0325681515720092,0,0.0325681515720092,0,0.162840757860046,0,4.90819405257218,0,3.10364388398106,0,3.10364388398106,0,-0.0325681515720092,0,0.0325681515720092,0,0.162840757860046,0
1.28,5.30077466276642,0,4.89669972791379,0,4.89669972791379,0,0.0343611894855627,0,0.0343611894855627,0,0.171805947427814,0,4.93922533723357,0,3.1033002720862,0,3.1033002720862,0,-0.0343611894855627,0,0.0343611894855627,0,0.171805947427814,0
1.29,5.34974708328544,0,4.89706127723932,0,4.89706127723932,0,0.0361549325532852,0,0.0361549325532852,0,0.180774662766425,0,4.97025291671455,0,3.10293872276067,0,3.10293872276067,0,-0.0361549325532851,0,0.0361549325532851,0,0.180774662766426,0
1.3,5.39872338847033,0,4.8974407714059,0,4.8974407714059,0,0.0379494166570893,0,0.0379494166570893,0,0.189747083285448,0,5.00127661152966,0,3.1025592285941,0,3.1025592285941,0,-0.0379494166570895,0,0.0379494166570895,0,0.189747083285447,0
1.31,5.44770375788605,0,4.89783821818284,0,4.89783821818284,0,0.0397446776940679,0,0.0397446776940679,0,0.198723388470339,0,5.03229624211394,0,3.10216178181716,0,3.10216178181716,0,-0.0397446776940678,0,0.0397446776940678,0,0.19872338847034,0
1.32,5.49668837118061,0,4.89825362569861,0,4.89825362569861,0,0.0415407515772104,0,0.0415407515772104,0,0.207703757886053,0,5.06331162881938,0,3.10174637430139,0,3.10174637430139,0,-0.0415407515772106,0,0.0415407515772106,0,0.207703757886052,0
1.33,5.54567740808873,0,4.89868700244097,0,4.89868700244097,0,0.0433376742361236,0,0.0433376742361236,0,0.216688371180617,0,5.09432259191126,0,3.10131299755902,0,3.10131299755902,0,-0.0433376742361235,0,0.0433376742361235,0,0.216688371180618,0
1.34,5.59467104843539,0,4.89913835725715,0,4.89913835725715,0,0.0451354816177478,0,0.0451354816177478,0,0.22567740808874,0,5.1253289515646,0,3.10086164274285,0,3.10086164274285,0,-0.045135481617748,0,0.045135481617748,0,0.225677408088739,0
1.35,5.64366947213941,0,4.89960769935402,0,4.89960769935402,0,0.0469342096870783,0,0.0469342096870783,0,0.234671048435391,0,5.15633052786058,0,3.10039230064598,0,3.10039230064598,0,-0.0469342096870783,0,0.0469342096870783,0,0.234671048435391,0
1.36,5.69267285921712,0,4.9000950382983,0,4.9000950382983,0,0.0487338944278832,0,0.0487338944278832,0,0.243669472139416,0,5.18732714078287,0,3.0999049617017,0,3.0999049617017,0,-0.0487338944278832,0,0.0487338944278832,0,0.243669472139416,0
1.37,5.74168138978588,0,4.90060038401673,0,4.90060038401673,0,0.0505345718434242,0,0.0505345718434242,0,0.252672859217121,0,5.21831861021411,0,3.09939961598326,0,3.09939961598326,0,-0.0505345718434242,0,0.0505345718434242,0,0.252672859217121,0
1.38,5.79069524406774,0,4.9011237467963,0,4.9011237467963,0,0.0523362779571762,0,0.0523362779571762,0,0.261681389785881,0,5.24930475593225,0,3.09887625320369,0,3.09887625320369,0,-0.0523362779571762,0,0.0523362779571762,0,0.261681389785881,0
1.39,5.83971460239302,0,4.90166513728444,0,4.90166513728444,0,0.0541390488135484,0,0.0541390488135484,0,0.270695244067742,0,5.28028539760697,0,3.09833486271556,0,3.09833486271556,0,-0.0541390488135484,0,0.0541390488135484,0,0.270695244067742,0
1.4,5.88873964520394,0,4.90222456648922,0,4.90222456648922,0,0.0559429204786055,0,0.0559429204786055,0,0.279714602393027,0,5.31126035479605,0,3.09777543351077,0,3.09777543351077,0,-0.0559429204786055,0,0.0559429204786055,0,0.279714602393027,0
1.41,5.93777055305819,0,4.90280204577963,0,4.90280204577963,0,0.0577479290407886,0,0.0577479290407886,0,0.288739645203944,0,5.3422294469418,0,3.09719795422036,0,3.09719795422036,0,-0.0577479290407888,0,0.0577479290407888,0,0.288739645203943,0
1.42,5.98680750663257,0,4.90339758688575,0,4.90339758688575,0,0.0595541106116384,0,0.0595541106116384,0,0.297770553058191,0,5.37319249336742,0,3.09660241311425,0,3.09660241311425,0,-0.0595541106116382,0,0.0595541106116382,0,0.297770553058192,0
1.43,6.03585068672663,0,4.90401120189901,0,4.90401120189901,0,0.0613615013265157,0,0.0613615013265157,0,0.30680750663258,0,5.40414931327336,0,3.09598879810098,0,3.09598879810098,0,-0.0613615013265159,0,0.0613615013265159,0,0.306807506632579,0
1.44,6.08490027426622,0,4.90464290327246,0,4.90464290327246,0,0.0631701373453271,0,0.0631701373453271,0,0.315850686726635,0,5.43509972573377,0,3.09535709672753,0,3.09535709672753,0,-0.063170137345327,0,0.063170137345327,0,0.315850686726636,0
1.45,6.13395645030718,0,4.905292703821,0,4.905292703821,0,0.0649800548532454,0,0.0649800548532454,0,0.324900274266228,0,5.46604354969281,0,3.09470729617899,0,3.09470729617899,0,-0.0649800548532456,0,0.0649800548532456,0,0.324900274266227,0
1.46,6.18301939603889,0,4.90596061672161,0,4.90596061672161,0,0.0667912900614361,0,0.0667912900614361,0,0.33395645030718,0,5.4969806039611,0,3.09403938327838,0,3.09403938327838,0,-0.0667912900614359,0,0.0667912900614359,0,0.333956450307181,0
1.47,6.23208929278799,0,4.90664665551369,0,4.90664665551369,0,0.0686038792077799,0,0.0686038792077799,0,0.343019396038899,0,5.527910707212,0,3.0933533444863,0,3.0933533444863,0,-0.0686038792077799,0,0.0686038792077799,0,0.343019396038899,0
1.48,6.28116632202191,0,4.90735083409927,0,4.90735083409927,0,0.0704178585575992,0,0.0704178585575992,0,0.352089292787997,0,5.55883367797808,0,3.09264916590073,0,3.09264916590073,0,-0.0704178585575994,0,0.0704178585575994,0,0.352089292787996,0
1.49,6.33025066535256,0,4.90807316674331,0,4.90807316674331,0,0.0722332644043835,0,0.0722332644043835,0,0.361166322021917,0,5.58974933464742,0,3.09192683325668,0,3.09192683325668,0,-0.0722332644043835,0,0.0722332644043835,0,0.361166322021917,0
1.5,6.37934250453996,0,4.90881366807402,0,4.90881366807402,0,0.0740501330705142,0,0.0740501330705142,0,0.370250665352571,0,5.62065749546003,0,3.09118633192598,0,3.09118633192598,0,-0.0740501330705142,0,0.0740501330705142,0,0.370250665352571,0
1.51,6.42844202149583,0,4.9095723530831,0,4.9095723530831,0,0.0758685009079928,0,0.0758685009079928,0,0.379342504539964,0,5.65155797850415,0,3.0904276469169,0,3.0904276469169,0,-0.0758685009079928,0,0.0758685009079928,0,0.379342504539964,0
1.52,6.47754939828731,0,4.91034923712609,0,4.91034923712609,0,0.077688404299168,0,0.077688404299168,0,0.38844202149584,0,5.68245060171268,0,3.08965076287391,0,3.08965076287391,0,-0.077688404299168,0,0.077688404299168,0,0.38844202149584,0
1.53,6.52666481714052,0,4.91114433592266,0,4.91114433592266,0,0.0795098796574631,0,0.0795098796574631,0,0.397549398287316,0,5.71333518285947,0,3.08885566407733,0,3.08885566407733,0,-0.0795098796574631,0,0.0795098796574631,0,0.397549398287316,0
1.54,6.57578846044426,0,4.91195766555694,0,4.91195766555694,0,0.081332963428105,0,0.081332963428105,0,0.406664817140525,0,5.74421153955573,0,3.08804233444305,0,3.08804233444305,0,-0.081332963428105,0,0.081332963428105,0,0.406664817140525,0
1.55,6.62492051075364,0,4.91278924247783,0,4.91278924247783,0,0.0831576920888532,0,0.0831576920888532,0,0.415788460444266,0,5.77507948924634,0,3.08721075752216,0,3.08721075752216,0,-0.0831576920888532,0,0.0831576920888532,0,0.415788460444266,0
1.56,6.67406115079374,0,4.91363908349934,0,4.91363908349934,0,0.0849841021507299,0,0.0849841021507299,0,0.424920510753648,0,5.80593884920624,0,3.08636091650065,0,3.08636091650065,0,-0.0849841021507297,0,0.0849841021507297,0,0.424920510753649,0
1.57,6.72321056346326,0,4.91450720580093,0,4.91450720580093,0,0.0868122301587499,0,0.0868122301587499,0,0.434061150793751,0,5.83678943653673,0,3.08549279419907,0,3.08549279419907,0,-0.0868122301587501,0,0.0868122301587501,0,0.43406115079375,0
1.58,6.77236893183817,0,4.91539362692785,0,4.91539362692785,0,0.0886421126926535,0,0.0886421126926535,0,0.443210563463267,0,5.86763106816181,0,3.08460637307214,0,3.08460637307214,0,-0.0886421126926534,0,0.0886421126926534,0,0.443210563463268,0
1.59,6.82153643917541,0,4.91629836479153,0,4.91629836479153,0,0.090473786367636,0,0.090473786367636,0,0.452368931838181,0,5.89846356082458,0,3.08370163520846,0,3.08370163520846,0,-0.0904737863676361,0,0.0904737863676361,0,0.45236893183818,0
1.6,6.8707132689165,0,4.91722143766988,0,4.91722143766988,0,0.0923072878350828,0,0.0923072878350828,0,0.461536439175413,0,5.92928673108349,0,3.08277856233011,0,3.08277856233011,0,-0.0923072878350826,0,0.0923072878350826,0,0.461536439175414,0
1.61,6.91989960469126,0,4.91816286420771,0,4.91816286420771,0,0.0941426537833008,0,0.0941426537833008,0,0.470713268916505,0,5.96010039530872,0,3.08183713579228,0,3.08183713579228,0,-0.094142653783301,0,0.094142653783301,0,0.470713268916504,0
1.62,6.96909563032148,0,4.91912266341709,0,4.91912266341709,0,0.0959799209382542,0,0.0959799209382542,0,0.47989960469127,0,5.99090436967851,0,3.0808773365829,0,3.0808773365829,0,-0.095979920938254,0,0.095979920938254,0,0.479899604691271,0
1.63,7.01830152982456,0,4.92010085467774,0,4.92010085467774,0,0.0978191260642976,0,0.0978191260642976,0,0.489095630321488,0,6.02169847017542,0,3.07989914532225,0,3.07989914532225,0,-0.0978191260642976,0,0.0978191260642976,0,0.489095630321488,0
1.64,7.06751748741723,0,4.92109745773739,0,4.92109745773739,0,0.0996603059649138,0,0.0996603059649138,0,0.498301529824569,0,6.05248251258275,0,3.07890254226261,0,3.07890254226261,0,-0.0996603059649138,0,0.0996603059649138,0,0.498301529824569,0
1.65,7.11674368751923,0,4.92211249271222,0,4.92211249271222,0,0.101503497483448,0,0.101503497483448,0,0.507517487417241,0,6.08325631248076,0,3.07788750728777,0,3.07788750728777,0,-0.101503497483448,0,0.101503497483448,0,0.507517487417241,0
1.66,7.16598031475698,0,4.92314598008726,0,4.92314598008726,0,0.103348737503847,0,0.103348737503847,0,0.516743687519237,0,6.11401968524301,0,3.07685401991273,0,3.07685401991273,0,-0.103348737503847,0,0.103348737503847,0,0.516743687519237,0
1.67,7.21522755396729,0,4.92419794071677,0,4.92419794071677,0,0.105196062951397,0,0.105196062951397,0,0.525980314756985,0,6.14477244603269,0,3.07580205928322,0,3.07580205928322,0,-0.105196062951397,0,0.105196062951397,0,0.525980314756985,0
1.68,7.26448559020108,0,4.92526839582471,0,4.92526839582471,0,0.10704551079346,0,0.10704551079346,0,0.5352275539673,0,6.17551440979891,0,3.07473160417528,0,3.07473160417528,0,-0.10704551079346,0,0.10704551079346,0,0.5352275539673,0
1.69,7.31375460872703,0,4.92635736700511,0,4.92635736700511,0,0.108897118040218,0,0.108897118040218,0,0.544485590201088,0,6.20624539127295,0,3.07364263299488,0,3.07364263299488,0,-0.108897118040218,0,0.108897118040218,0,0.544485590201088,0
1.7,7.36303479503535,0,4.92746487622256,0,4.92746487622256,0,0.110750921745408,0,0.110750921745408,0,0.553754608727041,0,6.23696520496464,0,3.07253512377743,0,3.07253512377743,0,-0.110750921745408,0,0.110750921745408,0,0.553754608727041,0
1.71,7.41232633484142,0,4.92859094581263,0,4.92859094581263,0,0.112606959007071,0,0.112606959007071,0,0.563034795035354,0,6.26767366515856,0,3.07140905418736,0,3.07140905418736,0,-0.112606959007071,0,0.112606959007071,0,0.563034795035354,0
1.72,7.4616294140896,0,4.92973559848232,0,4.92973559848232,0,0.114465266968286,0,0.114465266968286,0,0.572326334841431,0,6.29837058591039,0,3.07026440151767,0,3.07026440151767,0,-0.114465266968286,0,0.114465266968286,0,0.57232633484143,0
1.73,7.51094421895684,0,4.9308988573105,0,4.9308988573105,0,0.116325882817921,0,0.116325882817921,0,0.581629414089602,0,6.32905578104315,0,3.06910114268949,0,3.06910114268949,0,-0.11632588281792,0,0.11632588281792,0,0.581629414089603,0
1.74,7.56027093585652,0,4.93208074574841,0,4.93208074574841,0,0.11818884379137,0,0.11818884379137,0,0.590944218956849,0,6.35972906414347,0,3.06791925425158,0,3.06791925425158,0,-0.11818884379137,0,0.11818884379137,0,0.590944218956848,0
1.75,7.60960975144208,0,4.93328128762012,0,4.93328128762012,0,0.120054187171304,0,0.120054187171304,0,0.600270935856522,0,6.39039024855791,0,3.06671871237987,0,3.06671871237987,0,-0.120054187171304,0,0.120054187171304,0,0.600270935856522,0
1.76,7.65896085261082,0,4.93450050712301,0,4.93450050712301,0,0.121921950288417,0,0.121921950288417,0,0.609609751442083,0,6.42103914738917,0,3.06549949287698,0,3.06549949287698,0,-0.121921950288417,0,0.121921950288417,0,0.609609751442083,0
1.77,7.70832442650763,0,4.93573842882823,0,4.93573842882823,0,0.123792170522166,0,0.123792170522166,0,0.618960852610828,0,6.45167557349236,0,3.06426157117176,0,3.06426157117176,0,-0.123792170522166,0,0.123792170522166,0,0.618960852610828,0
1.78,7.75770066052871,0,4.93699507768124,0,4.93699507768124,0,0.125664885301527,0,0.125664885301527,0,0.628324426507636,0,6.48229933947128,0,3.06300492231875,0,3.06300492231875,0,-0.125664885301527,0,0.125664885301527,0,0.628324426507636,0
1.79,7.80708974232534,0,4.9382704790023,0,4.9382704790023,0,0.127540132105743,0,0.127540132105743,0,0.637700660528714,0,6.51291025767465,0,3.06172952099769,0,3.06172952099769,0,-0.127540132105743,0,0.127540132105743,0,0.637700660528714,0
1.8,7.85649185980763,0,4.93956465848695,0,4.93956465848695,0,0.129417948465069,0,0.129417948465069,0,0.647089742325343,0,6.54350814019236,0,3.06043534151304,0,3.06043534151304,0,-0.129417948465069,0,0.129417948465069,0,0.647089742325343,0
1.81,7.90590720114829,0,4.94087764220657,0,4.94087764220657,0,0.131298371961527,0,0.131298371961527,0,0.656491859807636,0,6.57409279885169,0,3.05912235779342,0,3.05912235779342,0,-0.131298371961527,0,0.131298371961527,0,0.656491859807636,0
1.82,7.95533595478639,0,4.94220945660886,0,4.94220945660886,0,0.13318144022966,0,0.13318144022966,0,0.6659072011483,0,6.60466404521359,0,3.05779054339113,0,3.05779054339113,0,-0.13318144022966,0,0.13318144022966,0,0.6659072011483,0
1.83,8.00477830943113,0,4.94356012851844,0,4.94356012851844,0,0.13506719095728,0,0.13506719095728,0,0.6753359547864,0,6.63522169056886,0,3.05643987148155,0,3.05643987148155,0,-0.13506719095728,0,0.13506719095728,0,0.6753359547864,0
1.84,8.05423445406559,0,4.9449296851373,0,4.9449296851373,0,0.136955661886226,0,0.136955661886226,0,0.684778309431133,0,6.66576554593439,0,3.05507031486269,0,3.05507031486269,0,-0.136955661886227,0,0.136955661886227,0,0.684778309431132,0
1.85,8.10370457795059,0,4.94631815404543,0,4.94631815404543,0,0.13884689081312,0,0.13884689081312,0,0.694234454065599,0,6.6962954220494,0,3.05368184595456,0,3.05368184595456,0,-0.13884689081312,0,0.13884689081312,0,0.6942344540656,0
1.86,8.15318887062838,0,4.94772556320133,0,4.94772556320133,0,0.140740915590119,0,0.140740915590119,0,0.703704577950595,0,6.72681112937161,0,3.05227443679866,0,3.05227443679866,0,-0.140740915590119,0,0.140740915590119,0,0.703704577950595,0
1.87,8.20268752192651,0,4.94915194094259,0,4.94915194094259,0,0.142637774125678,0,0.142637774125678,0,0.713188870628388,0,6.75731247807347,0,3.0508480590574,0,3.0508480590574,0,-0.142637774125678,0,0.142637774125678,0,0.713188870628389,0
1.88,8.2522007219616,0,4.95059731598644,0,4.95059731598644,0,0.144537504385304,0,0.144537504385304,0,0.72268752192652,0,6.78779927803839,0,3.04940268401355,0,3.04940268401355,0,-0.144537504385304,0,0.144537504385304,0,0.72268752192652,0
1.89,8.30172866114312,0,4.95206171743037,0,4.95206171743037,0,0.146440144392321,0,0.146440144392321,0,0.732200721961604,0,6.81827133885687,0,3.04793828256963,0,3.04793828256963,0,-0.146440144392321,0,0.146440144392321,0,0.732200721961603,0
1.9,8.35127153017726,0,4.95354517475265,0,4.95354517475265,0,0.148345732228625,0,0.148345732228625,0,0.741728661143126,0,6.84872846982273,0,3.04645482524734,0,3.04645482524734,0,-0.148345732228625,0,0.148345732228625,0,0.741728661143127,0
1.91,8.40082952007069,0,4.95504771781301,0,4.95504771781301,0,0.150254306035453,0,0.150254306035453,0,0.751271530177265,0,6.8791704799293,0,3.04495228218698,0,3.04495228218698,0,-0.150254306035453,0,0.150254306035453,0,0.751271530177265,0
1.92,8.45040282213442,0,4.95656937685315,0,4.95656937685315,0,0.152165904014139,0,0.152165904014139,0,0.760829520070696,0,6.90959717786556,0,3.04343062314684,0,3.04343062314684,0,-0.152165904014139,0,0.152165904014139,0,0.760829520070696,0
1.93,8.49999162798762,0,4.95811018249742,0,4.95811018249742,0,0.154080564426886,0,0.154080564426886,0,0.770402822134429,0,6.94000837201237,0,3.04188981750257,0,3.04188981750257,0,-0.154080564426886,0,0.154080564426886,0,0.770402822134429,0
1.94,8.54959612956143,0,4.95967016575339,0,4.95967016575339,0,0.155998325597525,0,0.155998325597525,0,0.779991627987624,0,6.97040387043855,0,3.0403298342466,0,3.0403298342466,0,-0.155998325597525,0,0.155998325597525,0,0.779991627987624,0
1.95,8.59921651910285,0,4.96124935801251,0,4.96124935801251,0,0.157919225912288,0,0.157919225912288,0,0.789596129561438,0,7.00078348089713,0,3.03875064198748,0,3.03875064198748,0,-0.157919225912288,0,0.157919225912288,0,0.789596129561438,0
1.96,8.64885298917855,0,4.96284779105072,0,4.96284779105072,0,0.159843303820572,0,0.159843303820572,0,0.799216519102859,0,7.03114701082144,0,3.03715220894927,0,3.03715220894927,0,-0.159843303820572,0,0.159843303820572,0,0.799216519102859,0
1.97,8.69850573267873,0,4.96446549702908,0,4.96446549702908,0,0.161770597835711,0,0.161770597835711,0,0.808852989178558,0,7.06149426732125,0,3.03553450297091,0,3.03553450297091,0,-0.161770597835712,0,0.161770597835712,0,0.808852989178557,0
1.98,8.748174942821,0,4.96610250849443,0,4.96610250849443,0,0.163701146535748,0,0.163701146535748,0,0.81850573267874,0,7.09182505717898,0,3.03389749150556,0,3.03389749150556,0,-0.163701146535748,0,0.163701146535748,0,0.81850573267874,0
1.99,8.79786081315423,0,4.96775885838008,0,4.96775885838008,0,0.165634988564202,0,0.165634988564202,0,0.828174942821011,0,7.12213918684575,0,3.03224114161991,0,3.03224114161991,0,-0.165634988564202,0,0.165634988564202,0,0.828174942821011,0
2,8.84756353756243,0,4.96943458000638,0,4.96943458000638,0,0.167572162630848,0,0.167572162630848,0,0.837860813154241,0,7.15243646243756,0,3.03056541999361,0,3.03056541999361,0,-0.167572162630848,0,0.167572162630848,0,0.837860813154241,0
